id,streams,danceability,energy,speechiness,time_signature,valence,duration_ms,region
32,71999.565,0.7197199999999999,0.6707,0.104687,3.965,0.6329645,209199.625,ar
36,53993.475,0.663035,0.64093,0.0969685,3.975,0.524915,209484.45,au
40,8566.81,0.705405,0.66717,0.11259499999999999,3.965,0.5129025,184695.785,at
56,13332.165,0.6676850000000001,0.6535,0.09293749999999999,3.965,0.5198415,199390.665,be
68,5321.675,0.72673,0.6750499999999999,0.1114405,3.925,0.6251645,209526.98,bo
76,210066.99,0.6778799999999999,0.7081399999999999,0.0943795,4.02,0.6532644999999999,192012.25,br
100,1688.3035714285713,0.7210089285714286,0.691232142857143,0.116575,3.982142857142857,0.5647348214285715,202748.91964285713,bg
124,51518.605,0.668695,0.6202799999999999,0.112835,3.96,0.480445,200981.55,ca
152,65720.115,0.74461,0.69695,0.121643,3.96,0.624327,215285.135,cl
158,11311.46,0.593825,0.56125,0.059868500000000005,3.97,0.421169,233337.26,tw
170,24823.055,0.7313200000000001,0.68274,0.11230499999999999,3.965,0.6314744999999999,212375.7,co
188,6660.99,0.71884,0.653865,0.10925000000000001,3.925,0.6057895,215708.685,cr
203,7750.245,0.682145,0.674375,0.097599,3.97,0.48725,195231.845,cz
208,15354.265,0.6878449999999999,0.637925,0.11351800000000001,3.99,0.5348485000000001,187267.615,dk
214,3810.85,0.74169,0.69612,0.128698,3.95,0.6131195,212026.8,do
218,10866.525,0.731135,0.670465,0.111597,3.94,0.6085945,211664.825,ec
222,4790.83,0.72417,0.675035,0.10949450000000001,3.93,0.6089245,218021.84,sv
233,1825.2857142857142,0.6859571428571429,0.6630714285714285,0.09154571428571429,3.942857142857143,0.5073528571428572,195498.1,ee
246,10736.355,0.657235,0.67203,0.0790055,3.955,0.498597,203961.23,fi
250,73454.34,0.7270749999999999,0.64031,0.146725,3.955,0.5408295,194207.87,fr
276,109394.785,0.71478,0.66023,0.127486,3.985,0.4929625,179502.045,de
300,7823.635,0.707615,0.6602,0.17031,3.995,0.49626750000000003,199723.485,gr
320,9903.91,0.71658,0.650725,0.10487,3.86,0.6222894999999999,213181.595,gt
340,3645.97,0.7224200000000001,0.674275,0.1056155,3.895,0.6263745000000001,215289.525,hn
348,5575.18,0.7051850000000001,0.6830849999999999,0.095907,3.98,0.5295485,193864.925,hu
352,1819.6144578313254,0.6706385542168675,0.5256506024096386,0.09291927710843373,3.9036144578313254,0.4866686746987952,193986.14457831325,is
356,88827.005,0.65387,0.626985,0.0799565,3.94,0.515269,219994.38,in
360,82206.435,0.59679,0.546575,0.0585675,3.89,0.449386,219045.855,id
372,10410.06,0.63683,0.639805,0.0888415,3.95,0.492421,208176.195,ie
376,7648.45,0.66459,0.5885349999999999,0.08520149999999999,3.935,0.4988385,200391.86,il
380,100671.085,0.6775100000000001,0.70718,0.121747,3.955,0.565256,184703.035,it
392,59717.815,0.60925,0.7405750000000001,0.066132,3.99,0.5926899999999999,240177.82,jp
410,2657.08,0.6574500000000001,0.66104,0.08952199999999999,3.96,0.5270645,206431.0,kr
428,2079.8655462184875,0.6979411764705883,0.6557983193277311,0.1118327731092437,3.9747899159663866,0.5098495798319328,197737.51260504202,lv
440,2030.607142857143,0.6920285714285714,0.6454214285714285,0.09499500000000001,3.9642857142857144,0.48661499999999996,197648.14285714287,lt
442,1838.3725490196077,0.7207058823529412,0.6720784313725491,0.11552941176470587,3.980392156862745,0.5901176470588235,187828.6274509804,lu
458,15223.825,0.632305,0.60914,0.076737,3.915,0.488626,202003.715,my
484,171473.22,0.7025150000000001,0.638805,0.089422,3.78,0.6227695,209245.92,mx
504,4341.13,0.713225,0.603075,0.1635445,3.935,0.5258845,200147.515,ma
528,56910.305,0.6754049999999999,0.6501075000000001,0.1085895,3.925,0.546291,187963.175,nl
554,10027.395,0.670855,0.60909,0.09693049999999999,3.965,0.534651,215655.05,nz
558,1940.5119047619048,0.7193511904761904,0.6721011904761904,0.11249404761904762,3.9226190476190474,0.6037553571428571,213418.98214285713,ni
578,18839.005,0.63891,0.612461,0.0791805,3.96,0.462177,193172.375,no
591,3721.715,0.71765,0.66648,0.1260125,3.945,0.5927595,215681.155,pa
600,9584.475,0.730555,0.67374,0.115411,3.955,0.6404295000000001,215169.58,py
604,27931.46,0.732165,0.6912050000000001,0.10413750000000001,3.95,0.6385795000000001,215759.515,pe
608,69925.0,0.616665,0.547155,0.065996,3.92,0.45042499999999996,221634.305,ph
616,55650.67,0.72165,0.630315,0.155588,3.955,0.528999,186818.79,pl
620,10227.255,0.68384,0.630245,0.11430749999999999,3.99,0.5401485,199679.69,pt
642,3664.43,0.711735,0.65238,0.11334849999999999,3.97,0.5108755,189384.625,ro
643,27748.56,0.7060200000000001,0.6530450000000001,0.127528,3.985,0.4813045,176127.765,ru
682,3375.125,0.657795,0.636064,0.1052515,3.915,0.5499525,210698.665,sa
703,2966.965,0.690655,0.67152,0.1256565,3.955,0.4865135,193410.79,sk
704,8736.265,0.67661,0.5437879999999999,0.076818,3.935,0.48028,218262.48,vn
710,5750.935,0.6961799999999999,0.601155,0.110763,3.98,0.469419,241759.91,za
724,95851.965,0.7306900000000001,0.714855,0.103659,3.985,0.6190995,207580.15,es
752,33418.68,0.674025,0.6091845,0.11817,3.95,0.5431349999999999,188992.925,se
756,10413.535,0.68598,0.6701900000000001,0.101883,3.975,0.5261545000000001,194127.96,ch
764,15447.875,0.6522249999999999,0.61808,0.0770765,3.95,0.5482075,214949.435,th
784,2337.855,0.66106,0.608955,0.09603999999999999,3.945,0.4901835,199746.6,ae
792,68700.49,0.6535150000000001,0.614312,0.09066250000000001,3.97,0.47862099999999996,198871.53,tr
804,5689.79,0.701005,0.6496,0.12905,3.995,0.4818515,176732.61,ua
818,3438.18,0.7166549999999999,0.65086,0.124542,3.975,0.5352429999999999,207642.095,eg
826,88235.18,0.6501399999999999,0.642275,0.10667149999999999,3.955,0.4968295,207057.05,gb
840,337872.51,0.66313,0.62575,0.11860150000000001,3.93,0.4508665,202460.47,us
858,4939.365,0.73395,0.682795,0.111619,3.955,0.6523194999999999,200668.525,uy
